,count,hate_speech,offensive_language,neither,class,tweet
23858,3,0,3,0,1,You little stupid ass bitch I ain't fuckin witchu.
19697,6,1,5,0,1,"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??"
8054,3,0,3,0,1,Ask tht bitch when she gon let a yung nigga blast tht ass
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC"
22288,3,0,3,0,1,These lame bitches don't have a fighting chance....!
4670,3,0,3,0,1,@RickyNgan target got them high class hoes
1464,3,0,3,0,1,&#8220;@NeeBaddAzz: why amanda bitch ass eva cheat on fizz fine ass? ion geddit&#128564;&#8221; theres more to a nigga than his looks.. Thought yall knew dat?&#128564;
10784,3,0,3,0,1,I hate when hoes try to play the wifey roll
24802,3,0,0,3,2,"note to self: boiling water hot, monkey brain"
8938,3,0,3,0,1,Dem hoes be peeping out my dougie &#128131;
12804,3,1,2,0,1,Lmao chill spook RT @BakeGriffin You think you Better than niggas cause you in Miami you &#252;ber colored Faggot @BmoreHumble?
14363,3,0,3,0,1,RT @3amado_carrillo: Just checked my watch n that bitch said sometimes
19046,3,0,3,0,1,RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.
10148,3,0,0,3,2,Home to chicken and penne Alfredo and Oreos and banjo
3093,3,0,3,0,1,@DevilElyie fag*
5818,3,0,3,0,1,@brianholmes2700 I &#128154; you bitch
13028,3,1,2,0,1,Makeup be saving alot of these bitches from being single
18209,3,0,3,0,1,"RT @TooRacist: A black man asked me ""Hey white boy, do you like niggers?""

""Well I wouldn't use that word personally"" I said, ""Like is a st&#8230;"
24637,3,0,3,0,1,"kyle im hungry, quit talking and let's go hoe"
18615,3,0,3,0,1,RT @YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum
17661,3,0,1,2,2,RT @ShamarGotHoes: J Cole ain't trash... Period.
7493,3,0,1,2,2,@whits_20 @AjalaPilgrim Yankee? &#128530;
21288,6,1,0,5,2,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews
18891,3,1,2,0,1,RT @_politeASSHOLE: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?
16573,3,0,3,0,1,RT @LifeAs_Meghan: I only wear weave because I like it !! A bitch got hair &#128514;&#128129;
16231,6,0,6,0,1,RT @JoseCanseco: I do not have bitch tits
24748,3,0,3,0,1,my tweets aint shit but you bitches aint either &#128514;
9055,3,0,3,0,1,"Don't love yo bitch, just fuck yo bitch when I got time to do it"
13825,3,0,3,0,1,Now this new bitch acting dumb tryna correct my every word.
24221,3,1,0,2,2,"country boy, hick lyfe, white tee, rebel flag"
18463,3,0,1,2,2,RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash
4881,3,0,3,0,1,@StarLavaFox if the bitch don't like it she can't be my bitch
9837,3,1,2,0,1,Grow up &#8220;@jcastrosieira: RT&#8220;@CirocBwoy_: just because a nigga has hoes doesn't mean he doesn't love you&#8221; http://t.co/kkdH6DtlFL&#8221;
24359,3,0,3,0,1,good dick tattoos bitches like dat... talk to dem any kind of way the bitches like dat...
9371,3,0,0,3,2,First jig of the night
17082,3,0,3,0,1,RT @NorrisDaGod: I have no hoes &#128581;
9603,3,2,1,0,0,Fuk wit a real nicca
10164,3,0,3,0,1,Horny cougar gets two cocks shoved in her&#160;pussy http://t.co/wYF4ew32hF
19679,3,0,3,0,1,RT @imlovinglucy: - you ain't a bad bitch if you got bad habits !!! .
20799,6,0,5,1,1,"RT @xDSmooth: #shoutout to that niggah @1BookieG 
Go follow"
23607,3,0,3,0,1,Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry
24624,3,0,0,3,2,just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!
17564,3,0,0,3,2,"RT @SSparklesDaily: The most beautiful women I've met have bruised souls, tired eyes, &amp; quiet smiles. The survivors. The ones who know abo&#8230;"
8364,3,0,3,0,1,Both of them hoes losers and need to hit the gym
23954,3,1,2,0,1,You're an ugly fat cunt whore. You need to odee
7637,3,0,3,0,1,A fuck ain't shit to these new age hoes
19464,3,0,0,3,2,RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash
9575,3,0,3,0,1,"Fucked your bitch, just met her &#128527;"
13957,3,0,0,3,2,On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic
3490,6,0,6,0,1,@Hovaa_ that's very logical because bitches love using my face as a toilet
7389,3,0,3,0,1,@tommymanson pussy
15113,3,0,3,0,1,RT @CommonWhiteGrl: mom why can't u just accept me for the bad bitch i am
18235,3,0,3,0,1,RT @TrapicalGod: These hoes really ain't loyal &#128514;&#128591; http://t.co/6u2kbYkQ2n
3836,3,0,3,0,1,@JustDoItSlow on sale ass hoes
1707,3,0,3,0,1,&#8220;@__thaRealist: Shawty wanna charge for pussy but I'm like whoa now&#128561;&#8221; turnt her on to cash she use to fuck for free
16421,3,1,2,0,1,"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy"
3039,3,0,3,0,1,@DareTnzR I know these hoes ain't right
4830,3,0,0,3,2,@Sheen300 Ok. So for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small African child?
10134,3,0,3,0,1,Hoes will be hoes.
23174,3,0,3,0,1,When ex girl friends get fat. That's god saying hey man.. You're welcome lmfao &#128514;&#128557; big ole bitch
10203,6,1,5,0,1,How she stay faithful with a room full of hoes
8612,3,1,2,0,1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks
14239,3,0,0,3,2,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.
16878,3,0,2,1,1,RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;
15065,3,0,3,0,1,RT @CleveSmith: I bet this hoe pussy juices look like spoiled chocolate milk &#128514;
8981,3,0,3,0,1,Dirty hoe
19717,3,0,3,0,1,"RT @itscoleharmon_: Guys at parties be screaming ""these hoes ain't loyal"" but they drunk &amp; cheating on they gf with a girl who look like Ra&#8230;"
18970,3,0,3,0,1,RT @anderson6benton: &#8220;@T_ReV_13: Dumb bitches are one thing that'll never become extinct..&#8221; That's real
17918,3,0,3,0,1,RT @TERA1PATRICK: I'm happy for the bung holes and negativity desperate guys spew on here &#128077;a GOOD example of WHAT not to be and what I don'&#8230;
23955,3,0,3,0,1,"You're an ugly fucking bitch, get off your high horse"
5370,3,0,3,0,1,"@Yeahhhmans way to take orders like a little bitch, bitch"
14864,3,0,3,0,1,RT @BrwnSkinGirly: Soulja boy bitch so Aggravating &#128553;&#128553;&#128553;all that nagging &amp; shit .. I hope Ion sound like her &#128514;&#128514;&#128564;
19849,3,0,3,0,1,"RT @kelseyreneee_: Bet you won't @ em' doe &#8220;@Jakelewis44_: ""Hoes gon be hoes"" shut up. You a hoe&#128514;&#128514;&#128064;&#8221;"
23029,3,0,2,1,1,Welding with your shirt off is the redneck version of tanning lol
16553,3,0,2,1,1,RT @LettyBro_: Yall hoes super weakkkkkkkk
16112,3,0,3,0,1,"RT @JamesNasty: Here I am, ready to rant about gfs and dogs and tears and women who cant handle their liquor and get jealous of club hoes a&#8230;"
3071,3,0,3,0,1,@Dedicated_03 that ugly ass picture and thanks bitch
19531,3,0,2,1,1,RT @hoes: Scarlett Johansson http://t.co/CBaHf9R9XD
12949,3,0,3,0,1,Longway bitch
24111,3,0,3,0,1,bitch I'm me.... baby I'm me!!!
24575,3,0,3,0,1,im weeaboo trash
23348,3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
10685,3,0,3,0,1,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?
8844,9,3,6,0,1,Dam this niggah trippin off ecstasy
12083,3,0,3,0,1,Ima tear that pussy UUUUP
20921,3,0,3,0,1,Ray rice had that bitch of the xans and the lean all in one punch
5858,3,0,3,0,1,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff
5506,3,0,2,1,1,@_SiNCERE18 ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .
19,3,0,3,0,1,""" black bottle &amp; a bad bitch """
21137,3,0,3,0,1,Sessy's a bitch but is a real homie. Unlike Gabby.
23182,3,0,3,0,1,When i bitch fuck my hologram doe
10204,3,0,3,0,1,How tf you act like a bitch ?
7211,3,0,2,1,1,@shaelynspacyyy they trash though?
23826,3,0,1,2,2,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!"
13940,3,0,3,0,1,"Omg chloe just pulled up to my house like ""come outside bitch"" &#128514;&#128514;&#128514;&#128514; hella cray"
24815,6,2,4,0,1,okc nigguh
8185,3,0,3,0,1,Be trippin when I call you hoe but bitch you know I talk like Dat! -- @1future voice
2600,3,0,3,0,1,@BallardTheG_ get this nigguh of this streets
12234,3,1,2,0,1,It's a small world and hoes make it smaller
7390,3,0,0,3,2,@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby
20602,3,1,2,0,1,RT @thecoreyholcomb: You are who you kick it wit y'all. Check yo squad- if busters &amp; blameamotherfucker ass bitches surround U it's twice a&#8230;
22792,3,0,3,0,1,"Tyga is a hoe!!! He pooted in my muthafuckin face..... we bout to fight, bruh"
7888,3,1,2,0,1,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die."
10580,3,0,0,3,2,I find it amusing that Senator @tedcruz is an anchor baby. #LMAO
5519,3,2,1,0,0,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
8033,3,0,0,3,2,Arroz con pollo
17932,3,0,3,0,1,RT @TORYRVGXR: I be in yo bitch pussy like http://t.co/GJXThTpjpU
7369,3,1,2,0,1,"@thereallisaann @MichaelDelZotto HAHAHAHAHAHAH hook nose faggot, can't get pussy sucks at hockey #nhl"
5971,3,0,1,2,2,@danram70 pussy. It's science. Donaire via Rachel spelling error
6065,3,0,0,3,2,"@eHarmoniee first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont"
5396,3,2,1,0,0,@YungRajee Shit ill pay the premium to get away from these anything ass hoes
1390,3,0,0,3,2,"&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD"
8577,3,0,3,0,1,Can't keep a shallow bitch if ya pockets ain't deep.
9385,3,0,0,3,2,Flappy bird is gonna be the death of me
12739,3,0,3,0,1,Like freaky bitch but I fucks with her
10396,3,0,3,0,1,I can't fuck with girls that talk about their pussy on social media...
8982,9,0,9,0,1,Dirty pop on the counter bitch dirty in it
5357,3,0,0,3,2,@Yankees Scores don't matter in Spring Training man!
2394,3,0,0,3,2,@ACMobbDeep @madsbennett yeah I run over squirrels and coons
770,3,0,3,0,1,#RayRice is a bitch. #JustSaying
9420,3,0,3,0,1,Forgiato Fest in Dallas this year fuck yeah bitch
13858,3,0,3,0,1,"Of course not. That means it's fajita time. RT @CorporateBarbie If I'm flat ironing? Oh, bitch. We ain't never leaving."
21433,3,0,3,0,1,So some bitch flipped me off for letting her infront of mee... Okay.
21854,3,0,3,0,1,That fat bitch that's always on the phone just walked in &#128074;&#128074;&#9986;&#65039;&#9986;&#65039; @TibaBurger
320,3,2,1,0,0,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt"
9524,3,0,3,0,1,"Fuck that I got a curfew I break that bitch tho idgaf , she could fuss and curse at me when I get home lmfao"
13888,3,1,2,0,1,"Oh well, you lil stupid ass bitch I don't fuck with Youuuuuu RT @HoldMyPurseGirl: Idfwu is a bitter ass song and only fuck niggas like it."
23054,3,0,0,3,2,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7
24000,3,2,1,0,0,Your retarded.
5010,9,0,9,0,1,@Tee_Bizzle shut up bitch
20539,3,0,3,0,1,"RT @tanajiamonay_: i hate hype ass bitches, like ... it's too early for you to be all loud; sit tf down somewhere."
11135,3,1,2,0,1,I remember when Milz drunk ass fell asleep while we where all playing Gears smh. What a fag
8038,9,0,9,0,1,"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup."
19906,3,0,3,0,1,"RT @kvchef26: ""@xomaryjeanxo: It's my pussy not yours http://t.co/qokhLnXAi1"" I think this gotta be my favorite naked picture ever....damn"
14908,3,0,0,3,2,RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ
13432,3,1,2,0,1,My nigga calls fat bitches &#8221; porkers&#8221; lmao
6328,3,0,3,0,1,@iiAK lmaoo boy how you think Benny heard it lol i was blasting that bitch
8510,3,0,2,1,1,"COME TO TND!!!! Atrocities starts at 7, followed by Lost Cause, Auramea, Night Verses, and NORMA JEAN! Let's fill this bitch."
24922,3,1,2,0,1,shit bitch nigga shit
4378,3,0,3,0,1,@NayNooski @kboavz which one bobby bitch or hot nigga?
11358,3,0,3,0,1,I went from smart car to a bitch with some smart lips.
5876,3,0,2,1,1,@chanelisabeth I drive illegally retard
12630,6,0,6,0,1,Late night studio sessions.....bitch I got that work!!!!!!!!brickk.ent. ya bitch...ycg.night life http://t.co/ZRBdumJqu8
24257,3,2,1,0,0,do you think all the rice fags are at McDonald's?
10596,3,0,3,0,1,I fuckedd your bitch than gave her a snack pack
20580,3,0,3,0,1,RT @the_ironsheik: Alex Rodriguez you lucky only the Ryan Dempster hit you. I going to get my camel to break your neck you son of a bitch
17799,3,0,0,3,2,"RT @SportsCenter: Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium, http://t.co/pRS2lWATK7"
14726,3,0,3,0,1,RT @Big_Jim777: @2014Alyssa hahaha look at you tryin to be a bitch lol nice try though haha
11209,3,1,2,0,1,I swear ta god nigga all deses hoes want is a YRN ....
21066,3,0,3,0,1,Saw my dog humpin this female dog the other day. Now the female is waiting outside my door for a quick hook up. My dog gets bitches!
3400,3,1,2,0,1,@GrizzboAdams dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch
11612,3,0,3,0,1,I'm mattwho da boy hoe check me out I do some amazing shit
16260,3,0,3,0,1,RT @JustDoIt_Rob: @Kaaarlizzy bitches love my laugh..lol
16887,3,0,3,0,1,RT @MooreHnter: How to get bitches http://t.co/yUOqmgHvbf
20421,3,0,3,0,1,RT @sbacilio1224: Neta bullshit aside I need to get me a bad bitch
21467,3,0,0,3,2,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
21244,6,0,6,0,1,Shoot dice let yo hoe fade me
18266,3,0,2,1,1,RT @TruuLifeWisdom: hoes be having 15 iPhone cases and 4 pair of panties..
19532,3,0,3,0,1,RT @hoesLOVEkitty: chicks think that having sex with a guy for months automatically makes him their boyfriend .. bitch did you ask him? &#128514;
16117,3,0,3,0,1,"RT @JanPham_3: &#8220;@16stanleys: Ugh he's mine bitches! He's mine &amp; mine only. That's my baby, my man. Just know &amp; be aware. That's me!&#8221; &#128079;&#128079;&#128079;"
16362,3,0,0,3,2,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...
13761,3,0,2,1,1,"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;"
8755,3,1,2,0,1,"Congratulations, your just like every other stuck up materialistic American bitch. &#128079;"
13705,3,1,2,0,1,No I don't love these hoes and FUCK these niggas Fuckem
17119,3,0,3,0,1,RT @O3_Millz: Yeah he a bitch &#128175;&#128175;&#128175;&#128548;&#128548;
2092,3,0,3,0,1,' I still don't got the time for a bitch to be actin iffy &#1043323; .
18336,3,1,2,0,1,RT @UnapologetiicB: What's it like being a cold hearted cunt?
16661,3,1,2,0,1,RT @LowkeyStoner_: Gay girls really do get more pussy than niggas &#128514;&#128069;&#127946;&#128175;
2529,3,0,3,0,1,@ArianaGrande this bitch @cumwiththewind
20665,3,0,3,0,1,"RT @traphouseryan: ""Damn girl that pussy talkin"" &#128128;&#128557;&#128557; Im keeled over nigga"
5451,3,0,3,0,1,"@_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got."
20086,3,0,3,0,1,RT @mckee_mousee: &#8220;@itsDorry: r u african because ur a frican bitch&#8221;
14086,3,0,3,0,1,"Paid dis much for da belt, I betta crack a bitch"
11379,3,0,3,0,1,I wish a bitch would
13210,3,0,3,0,1,Money only impresses broke bitches.
24859,3,0,3,0,1,praying for a bitch
14306,3,0,3,0,1,Quit teasing bitch
14827,3,0,3,0,1,RT @BriannaChevonne: Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater&#8230;
10520,3,0,3,0,1,I don't understand how you can be such a bitch
19823,6,0,6,0,1,"RT @jusangel_: Bae will always be bae . Even when bae is not bae, that's still bae . Therefore , you hoes can move around please &#9996;&#65039;"
12423,3,0,2,1,1,Just because you have a issue and your attorney is out of town doesn't mean you can be a bitch to me. Next time don't get in trouble
19929,3,0,3,0,1,RT @laurenramirez16: @SatsuiYesHadou bitch nigga &#128520;
9170,3,0,3,0,1,Easy pussy doesn't motivate me
17917,3,0,1,2,2,RT @TEL1967: Darn trash man he beat me to the good stuff again. http://t.co/vdDJQ4l0mg
5417,3,0,3,0,1,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat
17971,3,0,3,0,1,"RT @TayWest: When hoes call other hoes ""hoes"" http://t.co/39yoPnqqau"
6925,3,0,3,0,1,"@mukeworld @deIukesionaI he has one called ""pussy pop"" I think it's for cats"
19630,3,0,3,0,1,"RT @iStonerTweets: if she can roll, wife that bitch."
6755,3,0,3,0,1,@lifeof_brandon bitch you need to bring your ass to fucking practice.
19618,3,0,3,0,1,"RT @iPrinceChance: Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand.."
